id,text,true_intent,pred_intent,intent_correct,confidence,weak_by_conf,weak_intent_real,weak_slot_real,true_slots,pred_slots
test_133,Иртәгә сөт сатып алу турында хәтерләтү яса.,reminder/set_reminder,reminder/set_reminder,True,0.9035,False,False,False,"{'datetime': 'Иртәгә', 'reminder/todo': 'сөт сатып алу'}","{'datetime': 'иртәгә сатып алу', 'reminder/todo': 'таура'}"
test_134,Будильникны иртәнге 6 куй,alarm/set_alarm,alarm/set_alarm,True,0.9382,False,False,False,{'datetime': 'иртәнге 6'},"{'reference': 'Будильникны', 'datetime': 'иртәнге 6 куй'}"
test_135,"көндәлек будильникны, аны бетергәнче, кичке җиде сәгать утыз минутка планлаштыр",alarm/set_alarm,alarm/set_alarm,True,0.9345,False,False,False,{'recurring_datetime': 'көндәлек | кичке җиде сәгать утыз минутка'},"{'datetime': 'көндәлек', 'reference': 'будильникны'}"
test_136,миңа торыр өчен будильникны куерга исемә төшер,reminder/set_reminder,alarm/set_alarm,False,0.9258,False,False,False,{'reminder/todo': 'торыр өчен будильникны куерга'},{'datetime': 'миңа торыр'}
test_137,Минем хәтерләтүне бетер,reminder/cancel_reminder,AddToPlaylist,False,0.9358,False,False,False,{'reference': 'Минем'},"{'entity_name': 'хәтерләтүне бетер', 'playlist': 'Минем'}"
test_138,Бүген кар булырмы?,weather/find,weather/find,True,0.9253,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'кар'}","{'datetime': 'Бүген', 'location': 'кар булырмы'}"
test_139,Миңа бөтен будильникларны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9837,False,False,False,{'reference': 'бөтен'},{'datetime': 'миңа'}
test_140,бөтен хәтерләтүләрне күрсәт,reminder/show_reminders,weather/find,False,0.9041,False,False,False,{'reference': 'бөтен'},"{'datetime': 'бөтен', 'condition_temperature': 'хәтерләтүләрне'}"
test_141,минем будильнигымда күпме вакыт калды,alarm/time_left_on_alarm,alarm/show_alarms,False,0.979,False,True,False,{'reference': 'минем'},{'datetime': 'минем'}
test_142,будильникны 2 сәгатькә куй,alarm/set_alarm,alarm/modify_alarm,False,0.9554,False,False,False,{'datetime': '2 сәгатькә'},"{'datetime': '2 сәгатькә', 'reference': 'будильник'}"
test_143,Эштән соң икмәк сатып алырга исемә төшер,reminder/set_reminder,none,False,0.8972,True,False,False,"{'datetime': 'Эштән соң', 'reminder/todo': 'икмәк сатып алырга'}",{}
test_144,Бүген яңгыр булырмы?,weather/find,weather/find,True,0.9348,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'яңгыр'}","{'datetime': 'Бүген', 'location': 'яңгыр булырмы'}"
test_145,бүгенге һава торышы фаразын укы,weather/find,weather/find,True,0.9204,False,False,False,{'datetime': 'бүгенге'},"{'datetime': 'бүгенге', 'condition_description': 'фаразын'}"
test_146,Минем будильнигым нинди вакытка куелган?,alarm/show_alarms,alarm/show_alarms,True,0.9804,False,False,False,{'reference': 'Минем'},{'datetime': 'минем'}
test_147,иртәгә 4 миңа сәүдә үзәгенә барырга исемә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9548,False,False,False,"{'datetime': 'иртәгә 4', 'reminder/todo': 'сәүдә үзәгенә барырга'}",{'datetime': 'иртәгә 4 миңа'}
test_148,бүген кул чатырны үзем белән алыйммы,weather/find,alarm/set_alarm,False,0.8962,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'кул чатырны'}","{'datetime': 'бүген', 'reference': 'чатыр'}"
test_149,Минем хәтерләтүне күрсәт,reminder/show_reminders,PlayMusic,False,0.9266,False,False,False,{'reference': 'Минем'},"{'artist': 'Минем', 'music_item': 'хәтерләтүне'}"
test_150,Минем бөтен хәтерләтүләрне күрсәт,reminder/show_reminders,PlayMusic,False,0.9059,False,False,False,{'reference': 'Минем бөтен'},"{'music_item': 'хәтерләтүләр', 'sort': 'böтен'}"
test_151,Дүшәмбе көнне эт ризыгы турында хәтерләтү куй,reminder/set_reminder,alarm/set_alarm,False,0.8905,False,False,False,"{'datetime': 'Дүшәмбе', 'reminder/todo': 'эт ризыгы'}","{'datetime': 'душәмбе көнне эт', 'reference': 'ризыгы'}"
test_152,"Иртәгегә ""Сишәмбе кичендә Балада Саб йога дәресенә язылырга "" хәтерләтүне куй",reminder/set_reminder,reminder/set_reminder,True,0.9769,False,False,False,"{'datetime': 'Иртәгегә', 'reminder/todo': 'Сишәмбе кичендә Балада Саб йога дәресенә язылырга'}","{'datetime': 'иртәгегә', 'reminder/todo': 'Сишәмбе кичендә Балада Саб йога дәресенә язылырга'}"
test_153,бүгенгегә бөтен искә төшерүләрне бетер,reminder/cancel_reminder,none,False,0.8094,True,False,False,"{'datetime': 'бүгенгегә', 'reference': 'бөтен'}",{}
test_154,Бу атнада Нью-Йоркта нинди һава торышы булачак,weather/find,weather/find,True,0.9859,False,False,False,"{'datetime': 'Бу атнада', 'location': 'Нью - Йоркта'}","{'location': 'Нью-Йоркта', 'datetime': 'бу атнада'}"
test_155,пәнҗешәмбе көнне көндез 12-дә табибка баруымны исемә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9511,False,False,False,"{'datetime': 'пәнҗешәмбе көнне көндез 12-дә', 'reminder/todo': 'табибка баруымны'}","{'datetime': 'пәнҗешәмбе көнне көндез 12-дә', 'reminder/todo': 'табибка баруымны исемә төшер'}"
test_156,Будильникны кичке 6:50 куй,alarm/set_alarm,alarm/set_alarm,True,0.9265,False,False,False,{'datetime': 'кичке 6:50'},"{'datetime': 'кичке 6:50', 'reference': 'Будильник'}"
test_157,Бүген кар булырмы?,weather/find,weather/find,True,0.9253,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'кар'}","{'datetime': 'Бүген', 'location': 'кар булырмы'}"
test_158,Нинди будильниклар куелган?,alarm/show_alarms,alarm/show_alarms,True,0.9452,False,False,False,{},{'datetime': 'куелган'}
test_159,7 октябрьгә искә төшерү будильникны куй,reminder/set_reminder,alarm/set_alarm,False,0.8599,False,False,False,{'datetime': '7 октябрьгә'},"{'datetime': '7 октябрьгә', 'recurring_datetime': 'биринчи бүгөн'}"
test_160,бүген кар булырмы?,weather/find,weather/find,True,0.9291,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'кар'}","{'datetime': 'бүген', 'location': 'кар булырмы'}"
test_161,будильникны 15 минутка күчер,alarm/snooze_alarm,alarm/modify_alarm,False,0.9577,False,True,False,{'datetime': '15 минутка'},{'datetime': '15 минутка күчер'}
test_162,Күпме кар булуын фаразлыйлар?,weather/find,weather/find,True,0.8019,False,False,False,{'weather/attribute': 'кар'},"{'location': 'кар', 'datetime': 'купмени'}"
test_163,урамда эссе ме,weather/find,RateBook,False,0.9296,False,False,False,"{'location': 'урамда', 'weather/attribute': 'эссе'}","{'object_name': 'эссе', 'artist': 'урамда'}"
test_164,Бүген нинди температура булачак?,weather/find,weather/find,True,0.9647,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'температура'}","{'datetime': 'Бүген', 'weather/attribute': 'температура'}"
test_165,иртәгә Далласта һава торышы нинди булыр,weather/find,weather/find,True,0.9728,False,False,False,"{'datetime': 'иртәгә', 'location': 'Далласта'}","{'location': 'Далласта', 'datetime': 'irtәгә'}"
test_166,бүгенгегә минем бөтен искә төшерүләрне күрсәт,reminder/show_reminders,PlayMusic,False,0.7972,False,False,False,"{'datetime': 'бүгенгегә', 'reference': 'минем бөтен'}","{'sort': 'бүгенгегә минем бөтен', 'datetime': 'биринги гәрәмчік'}"
test_167,Атна саен продукт сатып алу турында хәтерләтү куй.,reminder/set_reminder,BookRestaurant,False,0.9267,False,False,False,"{'recurring_datetime': 'Атна саен', 'reminder/todo': 'продукт сатып алу'}","{'datetime': 'атна', 'party_size_number': 'саен', 'sort': 'продукт сатып алу турында', 'restaurant_type': 'турында хәтерләтү куй'}"
test_168,һава торышы,weather/find,weather/find,True,0.8643,False,False,False,{},"{'location': 'һава торышы', 'datetime': 'бир натый'}"
test_169,Яңгыр көне буе явыр микән?,weather/find,weather/find,True,0.9329,False,False,False,"{'weather/attribute': 'Яңгыр', 'datetime': 'көне буе'}","{'datetime': 'Яңгыр көне', 'location': 'явыр'}"
test_170,Иртәгә яңгыр булырмы?,weather/find,alarm/set_alarm,False,0.9689,False,False,False,"{'datetime': 'Иртәгә', 'weather/attribute': 'яңгыр'}",{'datetime': 'иртәгә яңгыр'}
test_171,Бүген кич эш хатларына җавап бирергә исемә төшер,reminder/set_reminder,PlayMusic,False,0.8917,False,False,False,"{'datetime': 'Бүген кич', 'reminder/todo': 'эш хатларына җавап бирергә'}","{'datetime': 'Бүген кич эш хатларына', 'artist': 'төшер'}"
test_172,Будильникларны бетер,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9508,False,False,False,{},{'datetime': 'бетер'}
test_173,Минем будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.9287,False,False,False,{'reference': 'Минем'},{'datetime': ''}
test_174,Мин бүген шортыны кия аламмы?,weather/find,weather/find,True,0.9017,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'шортыны'}","{'datetime': 'bügen', 'location': 'шортыны'}"
test_175,Иртәгә яңгыр булырмы?,weather/find,alarm/set_alarm,False,0.9689,False,False,False,"{'datetime': 'Иртәгә', 'weather/attribute': 'яңгыр'}",{'datetime': 'иртәгә яңгыр'}
test_176,Будильникны иртәнге 10 куй,alarm/set_alarm,alarm/set_alarm,True,0.9529,False,False,False,{'datetime': 'иртәнге 10'},"{'reference': 'Будильникны', 'datetime': 'иртәнге 10 куй'}"
test_177,бу атнада яңгыр булырмы,weather/find,weather/find,True,0.9712,False,False,False,"{'datetime': 'бу атнада', 'weather/attribute': 'яңгыр'}","{'location': 'бу атнада', 'datetime': 'яңгыр булырмы'}"
test_178,бөтен хәтерләтүләрне күрсәт,reminder/show_reminders,weather/find,False,0.9041,False,False,False,{'reference': 'бөтен'},"{'datetime': 'бөтен', 'condition_temperature': 'хәтерләтүләрне'}"
test_179,будильникларны бетер,alarm/cancel_alarm,alarm/snooze_alarm,False,0.9458,False,False,False,{},{'datetime': 'бетер'}
test_180,бөтен будильникларны сүндер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9738,False,False,False,{'reference': 'бөтен'},{'reference': 'бөтен'}
test_181,бөтен будильник настройкаларын күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9702,False,False,False,{'reference': 'бөтен'},{}
test_182,Будильникны егерме минут саен куй,alarm/set_alarm,alarm/set_alarm,True,0.8727,False,False,False,{'recurring_datetime': 'егерме минут саен'},"{'datetime': ' modelBuilder', 'recurring_datetime': 'сеен куй'}"
test_183,Минем нинди искә төшерүләрем бар?,reminder/show_reminders,RateBook,False,0.9342,False,False,False,{'reference': 'Минем'},"{'object_name': 'Минем', 'object_type': 'книга'}"
test_184,иртәгегә будильникны бетер,alarm/cancel_alarm,alarm/set_alarm,False,0.9324,False,False,False,{'datetime': 'иртәгегә'},"{'reference': 'иртәгегә', 'datetime': 'бетер'}"
test_185,бүген миңа зонтик кирәкме?,weather/find,weather/find,True,0.934,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'зонтик'}","{'datetime': 'бүген миңа', 'location': 'зонтик кирәкме'}"
test_186,бүген кар булырмы?,weather/find,weather/find,True,0.9291,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'кар'}","{'datetime': 'бүген', 'location': 'кар булырмы'}"
test_187,Бүген кич минем әнигә шалтыратырга искә төшер,reminder/set_reminder,PlayMusic,False,0.9342,False,False,False,"{'datetime': 'Бүген кич', 'reminder/todo': 'минем әнигә шалтыратырга'}","{'datetime': 'Бүген', 'music_item': 'минем әнигә шалтыратырга'}"
test_188,Бүген яңгыр булырмы?,weather/find,weather/find,True,0.9348,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'яңгыр'}","{'datetime': 'Бүген', 'location': 'яңгыр булырмы'}"
test_189,Шимбә көнне яңгыр булырмы?,weather/find,weather/find,True,0.9376,False,False,False,"{'datetime': 'Шимбә', 'weather/attribute': 'яңгыр'}","{'datetime': 'Шимбә көнне', 'location': 'яңгыр булырмы'}"
test_190,Будильникны һәр минут саен 20 минутка куясынмы?,alarm/set_alarm,alarm/set_alarm,True,0.9247,False,False,False,{'recurring_datetime': 'һәр минут саен 20 минутка'},"{'datetime': 'саен 20 минутка куясын', 'reference': 'Будильник'}"
test_191,Кариб бассейнында тропик давыллар,weather/find,BookRestaurant,False,0.9533,False,False,False,"{'location': 'Кариб', 'weather/attribute': 'тропик давыллар'}","{'datetime': 'Кариб бассейнында', 'cuisine': 'тропик', 'location': 'Кариб бассейнында'}"
test_192,барлык будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9799,False,False,False,{'reference': 'барлык'},{'reference': 'барлык'}
test_193,Будильникны тугыз минут саен куй,alarm/set_alarm,alarm/set_alarm,True,0.9074,False,False,False,{'recurring_datetime': 'тугыз минут саен'},"{'reference': 'Будильникны', 'datetime': 'тугыз минут'}"
test_194,Минем исемлектән соңгы ике хәтерләтүне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9665,False,False,False,{'reference': 'соңгы ике'},"{'datetime': 'исемлектән соңгы', 'reminder/todo': 'бетер'}"
test_195,бүген һава торышы нинди,weather/find,weather/find,True,0.9167,False,False,False,{'datetime': 'бүген'},"{'datetime': 'бүген', 'location': 'не указано'}"
test_196,минем будильнигымны кабыз,alarm/set_alarm,alarm/set_alarm,True,0.9456,False,False,False,{'reference': 'минем'},{'reference': 'будильнигымны'}
test_197,Бүген һаваның дымлылыгы нинди?,weather/find,weather/find,True,0.9421,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'һаваның дымлылыгы'}","{'datetime': 'Бүген', 'location': 'һаваның'}"
test_198,миңа торыр өчен будильникны куерга исемә төшер,reminder/set_reminder,alarm/set_alarm,False,0.9258,False,False,False,{'reminder/todo': 'миңа торыр өчен будильникны куерга'},{'datetime': 'миңа торыр'}
test_199,Бу ял көннәрендә кар явырмы?,weather/find,weather/find,True,0.9685,False,False,False,"{'datetime': 'Бу ял көннәрендә', 'weather/attribute': 'кар'}","{'datetime': 'бу ял көннәрендә', 'location': 'не указано'}"
test_200,Бүген никадәр эссе булачак?,weather/find,weather/find,True,0.9566,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'эссе'}","{'datetime': 'никадәр', 'location': 'бүген'}"
test_201,Минем будильнигым нинди вакытка куелган,alarm/show_alarms,alarm/show_alarms,True,0.9852,False,False,False,{'reference': 'Минем'},{'datetime': 'минем'}
test_202,Бүген һава торышы нинди?,weather/find,weather/find,True,0.9568,False,False,False,{'datetime': 'Бүген'},"{'datetime': 'Бүген', 'weather/attribute': 'торышы'}"
test_203,Иртәгә яңгыр явармы?,weather/find,alarm/set_alarm,False,0.9458,False,False,False,"{'datetime': 'Иртәгә', 'weather/attribute': 'яңгыр'}",{'datetime': 'иртәгә яңгыр'}
test_204,Сишәмбе көнне иртәнге 5:15 минем будильнигымны бетер,alarm/cancel_alarm,alarm/set_alarm,False,0.9225,False,False,False,"{'datetime': 'Сишәмбе көнне иртәнге 5:15', 'reference': 'минем'}","{'reference': 'будильнигымны', 'datetime': 'ишке иртәнге 5:15'}"
test_205,бүгенге уен турында искәртүне бетер,reminder/cancel_reminder,alarm/set_alarm,False,0.885,False,False,False,"{'datetime': 'бүгенге', 'reminder/todo': 'уен'}","{'datetime': 'bügenге', 'reminder/todo': 'итерүне бетер'}"
test_206,будильникны иртәнге көндезге 3-ке куй,alarm/set_alarm,alarm/set_alarm,True,0.9582,False,False,False,{'datetime': 'көндезге 3-ке'},"{'reference': 'будильникны', 'datetime': 'иртәнге көндезге 3-ке'}"
test_207,шимбә көнне бөтен будильникларны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.936,False,False,False,"{'datetime': 'шимбә көнне', 'reference': 'бөтен'}",{'datetime': ' shimbә көнне'}
test_208,Миңа Лизаны алу турында искәртү кирәк,reminder/set_reminder,PlayMusic,False,0.9133,False,False,False,{'reminder/todo': 'Лизаны алу'},"{'sort': 'миңа алу турында', 'music_item': 'Лизаны'}"
test_209,Бүген нинди югары температура?,weather/find,weather/find,True,0.9685,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'югары'}","{'datetime': 'Бүген', 'weather/attribute': 'температура'}"
test_210,Бүген Гринстоунда болытлы булырмы?,weather/find,BookRestaurant,False,0.9513,False,False,False,"{'datetime': 'Бүген', 'location': 'Гринстоунда', 'weather/attribute': 'болытлы'}","{'datetime': 'Бүген', 'location': 'Гринстоунда'}"
test_211,Соңрак искә төшер,reminder/set_reminder,reminder/set_reminder,True,0.9333,False,False,False,{'datetime': 'Соңрак'},"{'datetime': 'соңрак', 'reminder/todo': 'iskә төшер'}"
test_212,бүген франциядә нинди һава торышы,weather/find,weather/find,True,0.9727,False,False,False,"{'datetime': 'бүген', 'location': 'франциядә'}","{'datetime': 'бүген', 'location': 'франциядә'}"
test_213,Шимбә кичәсендә кояшлы булырмы?,weather/find,weather/find,True,0.9506,False,False,False,"{'datetime': 'Шимбә', 'weather/attribute': 'кояшлы'}","{'location': 'Шимбә кичәсендә', 'datetime': 'куояшлы булырмы'}"
test_214,Иртәгә яңгыр явармы?,weather/find,alarm/set_alarm,False,0.9458,False,False,False,"{'datetime': 'Иртәгә', 'weather/attribute': 'яңгыр'}",{'datetime': 'иртәгә яңгыр'}
test_215,Мин бүген шортыны кия аламмы?,weather/find,weather/find,True,0.9017,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'шортыны'}","{'datetime': 'bügen', 'location': 'шортыны'}"
test_216,Минем искәртүемне күрсәт,reminder/show_reminders,reminder/show_reminders,True,0.9185,False,False,False,{'reference': 'Минем'},"{'datetime': 'минем', 'reminder/todo': 'искәртүемне күрсәт'}"
test_217,Сентябрьдә уртача һава торышы нинди,weather/find,weather/find,True,0.9241,False,False,False,{'datetime': 'Сентябрьдә'},"{'datetime': 'Сентябрьдә', 'weather/attribute': 'урача һава торышы'}"
test_218,Бүген салкынмы?,weather/find,weather/find,True,0.9362,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'салкынмы'}","{'datetime': 'бүген', 'location': 'салкын'}"
test_219,Бөтен искәртүләремне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9581,False,False,False,{'reference': 'Бөтен'},"{'datetime': 'бөтен', 'reminder/todo': 'iskәртүләремне бетер'}"
test_220,монда эссеме?,weather/find,RateBook,False,0.9386,False,False,False,{'weather/attribute': 'эссеме'},{'object_name': 'монда эссеме'}
test_221,Ял көннәрендә көндезге 2 будильнигымны куй,alarm/set_alarm,alarm/set_alarm,True,0.9415,False,False,False,{'recurring_datetime': 'Ял көннәрендә көндезге 2'},"{'reference': 'будильнигымны', 'datetime': 'кал көннәрендә көндезге'}"
test_222,Будильникны иртәнге 2 куй,alarm/set_alarm,alarm/set_alarm,True,0.9564,False,False,False,{'datetime': 'иртәнге 2'},"{'reference': 'Будильникны', 'datetime': 'иртәнге 2 куй'}"
test_223,Бүген һаваның дымлылыгы нинди?,weather/find,weather/find,True,0.9421,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'һаваның дымлылыгы'}","{'datetime': 'Бүген', 'location': 'һаваның'}"
test_224,минем бөтен будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9745,False,False,False,{'reference': 'минем бөтен'},{'datetime': 'минем'}
test_225,Минем бөтен искәртүләремне күрсәт,reminder/show_reminders,reminder/show_reminders,True,0.9275,False,False,False,{'reference': 'Минем бөтен'},{'datetime': ''}
test_226,бөтен будильникларымны бетер,alarm/cancel_alarm,alarm/show_alarms,False,0.9517,False,False,False,{'reference': 'бөтен'},{'datetime': 'бөтен'}
test_227,Давыл минем районыма якынлашамы?,weather/find,SearchCreativeWork,False,0.9266,False,False,False,"{'weather/attribute': 'Давыл', 'location': 'минем районыма'}","{'datetime': 'Давыл', 'object_name': 'минем', 'object_type': 'район'}"
test_228,бүген һава торышы нинди,weather/find,weather/find,True,0.9167,False,False,False,{'datetime': 'бүген'},"{'datetime': 'бүген', 'location': 'не указано'}"
test_229,соңгы искәртүемне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9699,False,False,False,{'reference': 'соңгы'},{'datetime': 'соңгы'}
test_230,Будильникка күпме вакыт калды.,alarm/time_left_on_alarm,alarm/show_alarms,False,0.92,False,True,False,{},{'datetime': 'купме вакыт'}
test_231,Якшәмбе көнне минем бөтен будильникларымны бетер.,alarm/cancel_alarm,alarm/set_alarm,False,0.9122,False,False,False,"{'datetime': 'Якшәмбе көнне', 'reference': 'минем бөтен'}","{'reference': 'будильникларым', 'recurring_datetime': 'якшәмбе көнне'}"
test_232,Бүген нихәтле эссе булачак?,weather/find,weather/find,True,0.9292,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'эссе'}","{'datetime': 'бүген', 'location': 'нихәтле'}"
test_233,Мин сине иртәгә иртәнге 8:45 яңа будильникны куерга теләр идем,alarm/set_alarm,alarm/set_alarm,True,0.9428,False,False,False,{'datetime': 'иртәгә иртәнге 8:45'},"{'reference': 'мин', 'datetime': 'иртәнге 8:45'}"
test_234,бөтен будильникларны бетер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9446,False,False,False,{'reference': 'бөтен'},{'reference': 'бөтен'}
test_235,Бүген кар явармы?,weather/find,weather/find,True,0.91,False,False,False,"{'datetime': 'Бүген', 'weather/attribute': 'кар'}","{'datetime': 'Бүген', 'location': 'кар явары'}"
test_236,миңа бозны алырга искә төшер,reminder/set_reminder,PlayMusic,False,0.9326,False,False,False,{'reminder/todo': 'бозны алырга'},"{'artist': 'миңа', 'datetime': 'бозны'}"
test_237,бөтен искәртүләремне күрсәт,reminder/show_reminders,reminder/show_reminders,True,0.9684,False,False,False,{'reference': 'бөтен'},{}
test_238,бөтен будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9787,False,False,False,{'reference': 'бөтен'},{'datetime': 'бөтен'}
test_239,Сан-Францискода һава торышы нинди?,weather/find,weather/find,True,0.931,False,False,False,{'location': 'Сан - Францискода'},"{'location': 'Сан-Францискода', 'datetime': 'бу'}"
test_240,Бөтен искәртүләремне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9581,False,False,False,{'reference': 'Бөтен'},"{'datetime': 'бөтен', 'reminder/todo': 'iskәртүләремне бетер'}"
test_241,Концерт турында искәртүне бетер,reminder/cancel_reminder,reminder/set_reminder,False,0.9478,False,False,False,{'reminder/todo': 'Концерт'},"{'datetime': 'концерт турында', 'reminder/todo': 'iskәртүне бетер'}"
test_242,Иртәгә иртәнге будильникны бетер,alarm/cancel_alarm,alarm/set_alarm,False,0.9257,False,False,False,{'datetime': 'Иртәгә иртәнге'},"{'reference': 'Иртәгә иртәнге будильникны', 'datetime': 'бетер'}"
test_243,бу атнада яңгыр явармы,weather/find,weather/find,True,0.9451,False,False,False,"{'datetime': 'бу атнада', 'weather/attribute': 'яңгыр'}","{'location': 'бу атнада', 'datetime': 'яңгыр явармы'}"
test_244,Гольф уйнау өчен чәршәмбе көнне һава торышы нинди?,weather/find,weather/find,True,0.9362,False,False,False,{'datetime': 'чәршәмбе көнне'},"{'datetime': 'өчен чәршәмбе көнне', 'location': 'нинди'}"
test_245,бөтен будильникларымны күрсәт,alarm/show_alarms,alarm/show_alarms,True,0.9787,False,False,False,{'reference': 'бөтен'},{'datetime': 'бөтен'}
test_246,бөтен иртәгә будильникларны сүндер,alarm/cancel_alarm,alarm/cancel_alarm,True,0.9523,False,False,False,"{'reference': 'бөтен', 'datetime': 'иртәгә'}",{'reference': 'бөтен'}
test_247,Будильнигымны бүген кичке 5 куй,alarm/set_alarm,alarm/modify_alarm,False,0.9182,False,False,False,{'datetime': 'бүген кичке 5'},{'datetime': 'бүген кичке 5'}
test_248,будильнигымны иртәге 7-гә куй,alarm/set_alarm,alarm/set_alarm,True,0.9708,False,False,False,{'datetime': 'иртәге 7-гә'},"{'reference': 'будильнигымны', 'datetime': 'иртәге 7-гә куй'}"
test_249,Иртәгә кояшлы булырмы?,weather/find,alarm/set_alarm,False,0.9441,False,False,False,"{'datetime': 'Иртәгә', 'weather/attribute': 'кояшлы'}",{'datetime': 'иртәгә кояшлы'}
test_250,бүген нинди эссе булыр,weather/find,weather/find,True,0.9657,False,False,False,"{'datetime': 'бүген', 'weather/attribute': 'эссе'}",{'datetime': 'бүген'}
test_251,Бир ноль йолдызлар Halo: Ghosts of Onyx,RateBook,SearchCreativeWork,False,0.969,False,False,False,"{'rating_value': 'ноль', 'rating_unit': 'йолдызлар', 'object_name': 'Halo: Ghosts of Onyx'}","{'datetime': 'бир ноль йолдызлар', 'object_name': 'Halo: Ghosts of Onyx'}"
test_252,Джой Нило музыкасын кабыз .,PlayMusic,PlayMusic,True,0.9883,False,False,False,{'artist': 'Джой Нило'},{'artist': 'Джой Нило'}
test_253,"Зинһар, миңа 20 Hours in America дип аталган видеоуен таб .",SearchCreativeWork,PlayMusic,False,0.93,False,False,False,"{'object_name': '20 Hours in America', 'object_type': 'видеоуен'}","{'datetime': 'миңа', 'music_item': '20 Hours in America', 'object_type': 'видеоуен таб'}"
test_254,Мин ясаган плейлистымны уйнат,PlayMusic,PlayMusic,True,0.9124,False,False,False,{'playlist': 'ясаган'},"{'artist': 'Мин', 'music_item': 'плеистлистым'}"
test_255,Термонтта 9 кешегә урын броньла,BookRestaurant,BookRestaurant,True,0.9458,False,False,False,"{'location': 'Термонтта', 'party_size_number': '9 кешегә'}","{'datetime': 'термонтта', 'party_size_number': '9', 'location': 'термонтта'}"
test_256,Бу көйне Доротиның 80's party плейлистына өстә,AddToPlaylist,AddToPlaylist,True,0.9508,False,False,False,"{'music_item': 'көйне', 'reference': 'Доротиның', 'playlist': ""80's party""}","{'artist': '', 'entity_name': ""Доротиның 80's party"", 'playlist': ""80's party плейлистына""}"
test_257,Last FM-да Эдди Винсонның иң яңа көйен кабыз .,PlayMusic,PlayMusic,True,0.9744,False,False,False,"{'service': 'Last FM-да', 'artist': 'Эдди Винсонның', 'sort': 'иң яңа', 'music_item': 'көйен'}","{'artist': 'Эдди Винсон', 'service': 'Last FM-да'}"
test_258,Небрасканың һава торышын тикшер .,weather/find,weather/find,True,0.9653,False,False,False,{'location': 'Небрасканың'},"{'location': 'Небрасканың', 'datetime': 'тикшер'}"
test_259,NC-да хәзер буран бармы ?,weather/find,weather/find,True,0.9666,False,False,True,"{'location': 'NC-да', 'datetime': 'хәзер', 'condition_description': 'буран'}","{'location': 'хәзер', 'datetime': 'NC-да'}"
test_260,Мин 1998 елгы минионны тыңларга телим .,PlayMusic,PlayMusic,True,0.982,False,False,False,"{'datetime': '1998', 'music_item': 'минионны'}","{'datetime': '1998 елгы', 'music_item': 'минионны'}"
test_261,Миңа Дипсон театрларында A Yiddish World Remembered өчен вакыт кирәк,SearchScreeningEvent,SearchCreativeWork,False,0.9641,False,False,False,"{'location': 'Дипсон театрларында', 'movie_name': 'A Yiddish World Remembered', 'object_type': 'вакыт'}","{'datetime': 'миңа', 'object_name': 'A Yiddish World Remembered', 'object_type': 'вакыт'}"
test_262,Хәзерге дәреслеккә 6-дан 1 балл бир,RateBook,RateBook,True,0.9472,False,False,False,"{'object_select': 'Хәзерге', 'object_type': 'дәреслеккә', 'best_rating': '6-дан', 'rating_value': '1'}","{'object_name': 'Хәзерге дәреслеккә', 'object_type': 'книга', 'rating_value': '6', 'rating_unit': 'балл'}"
